,carat,cut,color,clarity,depth,table,price
42639,0.5,5,D,SI2,61.6,57.0,1332
42640,0.5,5,H,VS2,61.2,56.0,1332
42641,0.5,5,F,SI1,61.5,55.0,1332
42642,0.5,4,F,SI1,60.1,59.0,1332
42643,0.5,1,H,VS2,56.3,65.0,1332
42644,0.5,4,H,VS2,60.9,59.0,1332
42645,0.4,5,E,VVS1,61.7,57.0,1333
42646,0.4,5,E,VVS1,62.6,56.0,1333
42647,0.4,3,E,VVS1,61.2,61.0,1333
42648,0.4,5,E,VVS1,61.5,56.0,1333
42649,0.5,2,F,VS2,63.6,58.0,1333
42650,0.4,4,G,IF,59.8,58.0,1333
42651,0.4,5,G,IF,61.4,55.0,1333
42652,0.4,3,E,VVS1,62.8,57.0,1333
42653,0.4,4,G,IF,60.8,58.0,1333
42654,0.4,4,E,VVS1,61.4,59.0,1333
42655,0.38,5,F,IF,62.2,55.0,1333
42656,0.4,5,E,VVS1,61.5,56.0,1333
42657,0.5,3,F,VS2,60.6,59.0,1333
42658,0.5,2,D,SI1,63.8,60.0,1333
42659,0.4,5,E,VVS1,62.4,57.0,1333
42660,0.4,5,G,IF,62.2,55.0,1333
42661,0.57,5,D,SI2,62.3,53.0,1333
42662,0.39,5,E,IF,61.3,56.0,1333
42663,0.39,5,E,IF,61.1,57.0,1333
42664,0.62,2,E,SI2,59.4,65.0,1333
42665,0.56,5,F,SI1,61.5,55.0,1334
42666,0.44,5,E,VVS2,60.7,57.0,1334
42667,0.44,4,E,VVS2,60.0,59.0,1334
42668,0.44,5,E,VVS2,61.8,56.0,1334
42669,0.44,5,E,VVS2,60.9,57.0,1334
42670,0.44,5,E,VVS2,61.9,56.0,1334
42671,0.51,1,F,VS2,61.0,66.0,1334
42672,0.85,1,J,I1,65.5,59.0,1334
42673,0.89,1,H,I1,58.8,66.0,1334
42674,0.53,4,G,VS2,59.9,60.0,1335
42675,0.53,5,F,SI2,60.3,56.0,1335
42676,0.49,3,D,VS2,64.0,53.0,1336
42677,0.53,3,G,SI1,61.6,57.0,1336
42678,0.41,5,G,IF,62.1,57.0,1336
42679,0.58,2,E,SI1,59.3,64.0,1336
42680,0.58,3,G,VS2,63.2,58.0,1336
42681,0.44,3,E,VVS2,59.6,59.0,1337
42682,0.5,3,H,VS2,62.9,58.0,1337
42683,0.5,3,H,VS2,62.3,57.0,1337
42684,0.5,3,H,VS2,62.3,56.0,1337
42685,0.5,3,E,SI1,61.1,55.0,1337
42686,0.5,3,D,SI1,63.5,57.0,1337
42687,0.45,5,E,VVS2,61.9,56.0,1337
42688,0.52,5,F,SI1,60.4,56.0,1337
42689,0.5,5,E,SI1,60.6,59.0,1337
42690,0.5,5,E,SI1,61.6,57.0,1337
42691,0.5,5,E,SI1,61.9,60.0,1337
42692,0.54,2,H,VS2,63.2,55.0,1338
42693,0.54,5,H,VS2,60.1,57.0,1338
42694,0.54,3,H,VS2,62.6,58.0,1338
42695,0.46,5,H,VVS1,62.4,53.4,1338
42696,0.6,5,D,SI2,61.3,59.0,1338
42697,0.52,4,F,SI1,59.5,59.0,1338
42698,0.52,3,G,SI1,63.3,55.0,1338
42699,0.52,2,G,SI1,63.6,56.0,1338
42700,0.52,3,G,SI1,63.3,57.0,1338
42701,0.52,4,G,SI1,59.6,62.0,1338
42702,0.52,4,G,SI1,62.8,61.0,1338
42703,0.52,2,F,SI1,63.8,56.0,1338
42704,0.52,4,F,SI1,58.6,61.0,1338
42705,0.56,3,F,SI1,63.3,56.0,1338
42706,0.52,5,G,SI1,62.6,56.0,1338
42707,0.5,2,F,VS2,65.3,57.0,1339
42708,0.57,3,G,SI1,61.9,59.0,1340
42709,0.56,4,G,SI1,60.2,59.0,1340
42710,0.56,5,F,SI1,61.4,57.0,1340
42711,0.56,3,G,SI1,58.8,59.0,1340
42712,0.56,5,G,SI1,62.5,56.0,1340
42713,0.56,2,F,SI1,63.2,56.0,1340
42714,0.54,5,E,SI2,60.6,57.0,1340
42715,0.54,5,E,SI2,60.7,56.0,1340
42716,0.54,5,E,SI2,60.4,57.0,1340
42717,0.51,1,E,SI1,55.8,61.0,1340
42718,0.51,3,E,SI1,60.3,63.0,1340
42719,0.51,4,E,SI1,58.2,61.0,1340
42720,0.54,4,G,SI1,61.1,60.0,1340
42721,0.53,5,I,VVS2,61.2,56.0,1341
42722,0.52,5,E,SI1,62.1,54.0,1341
42723,0.68,2,J,VS1,61.6,65.0,1341
42724,0.6,4,H,SI1,58.9,61.0,1341
42725,0.43,5,G,IF,61.6,57.0,1341
42726,0.37,5,F,VVS1,59.2,57.0,1342
42727,0.58,5,D,SI2,62.7,56.0,1342
42728,0.58,5,D,SI2,61.2,57.0,1342
42729,0.6,5,I,SI1,62.2,58.0,1342
42730,0.52,3,G,SI1,63.1,58.0,1343
42731,0.52,3,E,SI1,61.1,62.0,1343
42732,0.52,3,E,SI1,60.8,56.0,1343
42733,0.51,5,E,SI1,62.0,55.0,1343
42734,0.51,5,E,SI1,61.1,56.0,1343
42735,0.51,5,E,SI1,62.4,55.0,1343
42736,0.51,3,E,SI1,62.8,61.0,1343
42737,0.51,2,G,VS2,63.9,56.0,1343
42738,0.51,5,E,SI1,62.5,56.0,1343
42739,0.51,5,E,SI1,61.7,55.0,1343
42740,0.51,3,E,SI1,61.0,58.0,1343
42741,0.51,5,E,SI1,62.3,56.0,1343
42742,0.51,2,E,SI1,63.9,56.0,1343
42743,0.51,2,G,VS2,63.5,57.0,1343
42744,0.51,4,E,SI1,61.8,58.0,1343
42745,0.51,2,E,SI1,63.5,54.0,1343
42746,0.51,2,E,SI1,63.2,61.0,1343
42747,0.51,4,G,VS2,61.3,59.0,1343
42748,0.51,2,E,SI1,63.9,54.0,1343
42749,0.51,3,G,VS2,62.6,57.0,1343
42750,0.51,3,H,VS1,62.5,58.0,1343
42751,0.51,5,G,VS2,62.0,56.0,1343
42752,0.58,5,G,SI2,62.2,55.0,1343
42753,0.56,5,I,SI1,61.3,56.0,1343
42754,0.56,5,H,SI1,61.9,58.0,1343
42755,0.54,3,D,SI2,63.2,57.0,1343
42756,0.52,4,D,SI1,59.7,60.0,1344
42757,0.46,3,E,VS2,58.9,59.4,1345
42758,0.62,4,G,SI2,60.2,61.0,1345
42759,0.56,5,G,SI1,62.5,57.0,1345
42760,0.5,3,F,VS2,63.4,57.0,1345
42761,0.56,5,G,SI1,62.9,56.0,1345
42762,0.56,4,G,SI1,62.8,55.0,1345
42763,0.54,3,F,SI1,61.2,55.0,1346
42764,0.57,3,F,SI1,62.0,55.0,1346
42765,0.54,5,I,VVS2,61.7,54.0,1346
42766,0.58,5,E,SI2,62.8,56.0,1346
42767,0.52,5,G,SI1,60.0,56.0,1346
42768,0.51,5,F,SI1,61.9,56.0,1346
42769,0.51,5,D,SI1,62.9,55.0,1346
42770,0.55,4,J,SI1,60.5,59.0,1348
42771,0.62,3,F,SI2,63.1,52.0,1348
42772,0.44,5,G,IF,62.2,54.0,1348
42773,0.44,5,G,IF,62.2,53.0,1348
42774,0.5,2,E,VS2,63.3,64.0,1348
42775,0.5,1,F,VS1,62.9,68.0,1348
42776,0.5,4,E,SI1,62.4,61.0,1348
42777,0.5,3,H,VS2,62.6,56.0,1349
42778,0.48,3,E,SI1,62.7,58.5,1349
42779,0.41,3,D,VVS1,62.7,56.0,1349
42780,0.41,4,D,VVS1,62.2,58.0,1349
42781,0.52,2,G,VS2,63.3,57.0,1349
42782,0.5,5,H,VS2,61.3,56.0,1349
42783,0.4,2,F,VVS1,61.9,61.0,1349
42784,0.54,4,F,SI1,63.0,57.0,1349
42785,0.51,2,D,SI1,64.0,58.0,1349
42786,0.51,4,F,SI1,59.4,61.0,1349
42787,0.53,3,I,VS1,59.9,58.0,1350
42788,0.54,5,G,SI1,62.4,56.0,1350
42789,0.54,5,G,SI1,61.8,58.0,1350
42790,0.52,2,F,SI2,58.7,64.0,1350
42791,0.6,2,G,SI1,65.3,56.0,1350
42792,0.42,5,D,VS1,62.3,57.0,1350
42793,0.42,5,D,VS1,61.4,56.0,1350
42794,0.8,2,G,I1,63.7,55.0,1350
42795,0.5,1,G,VS1,65.8,57.0,1350
42796,0.63,4,F,SI2,60.3,61.0,1351
42797,0.5,3,G,VS2,60.9,58.0,1351
42798,0.5,3,G,VS2,62.0,57.0,1351
42799,0.5,3,E,SI1,60.7,58.0,1351
42800,0.53,5,I,VVS2,60.9,56.0,1351
42801,0.4,5,F,VVS2,61.8,55.0,1351
42802,0.49,4,E,VS2,58.8,59.0,1351
42803,0.52,5,G,SI1,62.2,54.0,1352
42804,0.53,2,D,SI2,54.3,65.0,1352
42805,0.59,5,J,VS2,60.8,57.0,1352
42806,0.59,5,I,SI1,61.7,55.0,1352
42807,0.4,5,D,VVS2,60.9,57.0,1353
42808,0.53,5,H,VS2,62.5,54.0,1353
42809,0.53,5,H,VS2,62.3,54.0,1353
42810,0.53,5,H,VS2,62.1,54.0,1353
42811,0.46,5,H,VS1,61.9,55.0,1353
42812,0.47,2,F,VS1,64.0,60.0,1353
42813,0.52,3,F,SI1,60.3,61.0,1354
42814,0.5,3,D,SI1,63.4,56.0,1354
42815,0.5,3,D,SI1,61.9,62.0,1354
42816,0.5,3,E,SI1,60.7,61.0,1354
42817,0.5,4,G,VS2,59.4,60.0,1354
42818,0.5,3,G,VS2,60.3,58.0,1354
42819,0.4,5,D,VVS1,61.5,55.0,1354
42820,0.51,5,H,SI1,61.7,55.0,1354
42821,0.51,5,H,SI1,61.0,57.0,1354
42822,0.52,5,G,SI1,60.4,57.0,1354
42823,0.5,2,F,VS2,59.7,63.0,1354
42824,0.55,4,F,SI1,62.9,58.0,1354
42825,0.53,2,E,SI1,63.1,56.0,1355
42826,0.57,5,I,VS1,61.6,56.0,1355
42827,0.51,5,E,SI1,60.9,54.0,1355
42828,0.46,4,E,VS1,62.0,58.0,1355
42829,0.59,4,G,SI1,59.8,58.0,1355
42830,0.54,3,F,SI1,63.0,60.0,1356
42831,0.61,3,I,SI1,63.4,55.0,1356
42832,0.58,5,D,SI2,61.7,54.0,1356
42833,0.58,5,D,SI2,63.4,57.0,1356
42834,0.51,5,E,SI1,61.5,54.0,1356
42835,0.41,4,F,VVS1,58.9,58.0,1356
42836,0.41,5,F,VVS1,62.3,53.0,1356
42837,0.41,4,F,VVS1,62.1,56.0,1356
42838,0.41,5,F,VVS1,60.9,56.0,1356
42839,0.41,5,F,VVS1,60.3,56.0,1356
42840,0.41,5,F,VVS1,60.7,56.0,1356
42841,0.41,5,F,VVS1,62.1,57.0,1356
42842,0.41,5,F,VVS1,61.8,55.0,1356
42843,0.41,5,F,VVS1,61.9,56.0,1356
42844,0.41,5,F,VVS1,61.7,57.0,1356
42845,0.41,5,F,VVS1,62.3,57.0,1356
42846,0.41,4,F,VVS1,61.3,59.0,1356
42847,0.41,4,F,VVS1,61.8,59.0,1356
42848,0.41,5,F,VVS1,62.0,55.0,1356
42849,0.41,5,F,VVS1,62.3,55.0,1356
42850,0.41,5,F,VVS1,61.8,57.0,1356
42851,0.41,5,D,VVS2,62.3,57.0,1356
42852,0.41,4,D,VVS2,61.8,58.0,1356
42853,0.41,5,D,VVS2,62.3,55.0,1356
42854,0.41,4,D,VVS2,61.2,62.0,1356
42855,0.41,5,D,VVS2,62.1,56.0,1356
42856,0.41,4,D,VVS2,62.5,58.0,1356
42857,0.54,4,G,SI1,60.8,59.0,1356
42858,0.53,4,H,VS2,59.1,59.0,1356
42859,0.54,4,E,SI1,59.5,61.0,1356
42860,0.5,3,F,VS2,60.8,61.0,1357
42861,0.51,3,E,SI1,60.9,57.0,1357
42862,0.57,5,E,SI2,58.8,57.0,1357
42863,0.52,5,I,VS1,61.5,56.0,1357
42864,0.52,2,F,SI1,63.6,62.0,1357
42865,0.54,3,E,SI1,60.2,58.0,1358
42866,0.43,5,F,VVS1,62.0,57.0,1358
42867,0.43,5,F,VVS1,62.3,55.0,1358
42868,0.43,5,F,VVS1,61.0,56.0,1358
42869,0.43,3,F,VVS1,61.5,56.0,1358
42870,0.43,4,F,VVS1,60.3,58.0,1358
42871,0.43,5,F,VVS1,62.1,55.0,1358
42872,0.55,5,G,SI2,61.6,56.0,1358
42873,0.45,5,G,VVS1,61.5,57.0,1358
42874,0.45,5,G,VVS1,61.7,56.0,1358
42875,0.45,4,D,VS1,60.6,59.0,1358
42876,0.56,1,E,SI1,64.5,61.0,1358
42877,0.4,3,D,VVS2,61.4,58.3,1359
42878,0.53,3,F,SI1,61.6,57.0,1359
42879,0.53,5,F,SI1,60.3,57.0,1359
42880,0.53,5,F,SI1,62.6,55.0,1359
42881,0.61,4,F,SI1,60.4,56.0,1359
42882,0.39,5,G,VVS1,60.7,56.0,1359
42883,0.54,5,H,VS2,61.9,56.0,1359
42884,0.5,5,E,SI2,60.7,56.0,1359
42885,0.58,5,E,SI2,62.4,58.0,1359
42886,0.57,5,D,SI2,61.9,56.0,1359
42887,0.32,5,E,IF,61.4,56.0,1359
42888,0.51,5,D,SI2,59.8,55.0,1359
42889,0.51,5,D,SI2,61.1,56.0,1359
42890,0.51,4,D,SI2,62.0,58.0,1359
42891,0.51,5,D,SI2,62.8,57.0,1359
42892,0.51,5,D,SI2,61.9,56.0,1359
42893,0.51,5,D,SI2,62.5,55.0,1359
42894,0.51,4,H,VS2,58.5,61.0,1359
42895,0.53,5,F,SI1,61.8,56.0,1360
42896,0.53,5,F,SI1,61.9,55.0,1360
42897,0.56,3,G,SI1,61.8,55.0,1361
42898,0.54,4,E,SI1,60.2,58.0,1361
42899,0.54,2,H,VS1,63.2,58.0,1361
42900,0.54,2,H,VS1,63.2,60.0,1361
42901,0.59,2,F,SI1,59.1,58.0,1361
42902,0.51,2,E,SI1,57.4,62.0,1361
42903,0.59,3,E,SI2,62.9,58.0,1362
42904,0.71,1,J,SI2,66.1,58.0,1362
42905,0.5,2,H,VVS2,61.9,64.3,1362
42906,0.39,4,E,VVS1,60.7,58.0,1362
42907,0.39,4,G,IF,59.0,60.0,1362
42908,0.51,3,E,SI1,60.8,57.0,1363
42909,0.55,4,H,VS2,62.1,58.0,1363
42910,0.55,5,D,SI2,60.9,57.0,1363
42911,0.52,3,J,VVS1,61.7,55.5,1363
42912,0.41,5,E,VVS2,61.6,55.0,1363
42913,0.41,5,E,VVS2,60.5,57.0,1363
42914,0.51,2,D,SI1,58.7,58.0,1363
42915,0.53,2,G,SI1,63.8,56.0,1363
42916,0.53,5,F,SI1,62.4,57.0,1363
42917,0.53,2,F,SI1,63.8,58.0,1363
42918,0.53,2,F,SI1,63.8,56.0,1363
42919,0.53,5,F,SI1,62.9,57.0,1363
42920,0.5,4,D,SI1,61.4,59.0,1363
42921,0.53,1,E,SI1,64.5,53.0,1363
42922,0.53,4,G,SI1,61.3,58.0,1363
42923,0.41,3,D,VVS2,61.2,55.0,1364
42924,0.57,2,G,SI1,63.3,55.0,1364
42925,0.57,5,G,SI1,61.7,56.0,1364
42926,0.57,2,F,SI1,63.2,55.0,1364
42927,0.57,2,G,SI1,63.5,55.0,1364
42928,0.57,3,F,SI1,58.6,57.0,1364
42929,0.62,5,F,SI2,61.8,55.0,1364
42930,0.32,4,H,VS2,60.7,58.0,505
42931,0.32,5,H,VS2,61.5,56.0,505
42932,0.32,4,H,VS2,60.5,59.0,505
42933,0.32,3,H,VS2,62.4,58.0,505
42934,0.36,3,I,VS2,61.6,58.0,505
42935,0.32,4,I,VS1,61.9,58.0,505
42936,0.32,5,H,VS2,62.2,57.0,505
42937,0.36,4,E,SI2,61.5,58.0,505
42938,0.32,2,I,VS1,63.1,56.0,505
42939,0.26,3,E,VVS2,61.4,57.0,506
42940,0.33,5,G,SI1,61.6,56.0,506
42941,0.3,4,F,SI2,61.3,58.0,506
42942,0.3,4,I,SI1,61.9,61.0,506
42943,0.3,4,I,SI1,61.6,62.0,506
42944,0.3,4,F,SI2,62.6,61.0,506
42945,0.3,3,F,SI2,63.5,57.0,506
42946,0.3,3,F,SI2,63.4,56.0,506
42947,0.3,4,F,SI2,62.3,58.0,506
42948,0.3,3,F,SI2,63.3,55.0,506
42949,0.3,5,J,VS1,59.7,57.0,506
42950,0.3,4,J,VS1,61.9,56.0,506
42951,0.3,4,J,VS1,61.2,61.0,506
42952,0.3,4,J,VS1,62.6,58.0,506
42953,0.3,4,J,VS1,62.6,58.0,506
42954,0.3,3,J,VS1,63.5,58.0,506
42955,0.3,4,J,VS1,62.7,59.0,506
42956,0.3,3,J,VS1,63.4,55.0,506
42957,0.3,4,J,VS1,62.4,58.0,506
42958,0.3,2,J,VS1,63.6,52.0,506
42959,0.3,4,J,VS1,63.0,59.0,506
42960,0.55,5,D,SI2,61.6,56.0,1364
42961,0.55,4,E,SI2,59.7,58.0,1364
42962,0.42,3,E,VVS1,60.5,55.0,1365
42963,0.47,5,I,VVS1,61.6,55.0,1365
42964,0.51,5,H,VS2,60.9,56.4,1365
42965,0.56,5,F,SI1,61.5,55.0,1365
42966,0.5,2,E,VS2,57.8,60.0,1365
42967,0.53,3,G,SI1,60.2,57.0,1367
42968,0.5,5,I,VVS2,61.2,56.0,1367
42969,0.46,4,F,VS1,60.5,58.0,1367
42970,0.41,5,E,VVS1,60.9,55.0,1367
42971,0.41,5,E,VVS1,60.7,57.0,1367
42972,0.41,5,E,VVS1,61.7,56.0,1367
42973,0.41,5,G,IF,61.7,56.0,1367
42974,0.41,4,E,VVS1,62.2,58.0,1367
42975,0.41,3,E,VVS1,62.9,59.0,1367
42976,0.41,4,E,VVS1,60.7,58.0,1367
42977,0.41,5,E,VVS1,61.9,55.0,1367
42978,0.41,5,E,VVS1,61.3,57.0,1367
42979,0.41,5,G,IF,62.4,54.0,1367
42980,0.41,5,E,VVS1,61.3,56.0,1367
42981,0.41,5,G,IF,62.3,55.0,1367
42982,0.41,5,G,IF,61.0,57.0,1367
42983,0.41,5,G,IF,61.7,56.0,1367
42984,0.41,5,E,VVS1,61.3,55.0,1367
42985,0.55,5,I,SI1,61.3,56.0,1367
42986,0.5,1,G,VS1,66.8,56.0,1367
42987,0.6,1,F,SI1,55.3,63.0,1367
42988,0.6,2,F,SI1,63.7,61.0,1367
42989,0.48,1,G,VVS2,65.0,54.0,1367
42990,0.55,3,F,SI1,63.1,56.0,1368
42991,0.36,3,E,IF,60.3,57.0,1368
42992,0.39,5,F,IF,61.9,57.0,1368
42993,0.61,5,E,SI2,62.0,54.0,1368
42994,0.54,5,G,SI1,62.0,54.0,1368
42995,0.54,5,G,SI1,61.9,54.0,1368
42996,0.55,5,F,SI1,61.0,58.0,1368
42997,0.55,3,D,SI2,63.2,56.0,1368
42998,0.55,3,D,SI2,63.3,56.0,1368
42999,0.55,5,D,SI2,61.3,57.0,1368
43000,0.5,5,D,SI2,60.9,57.0,1368
43001,0.58,5,I,VVS2,62.0,56.0,1369
43002,0.52,4,E,SI1,60.3,58.0,1369
43003,0.52,3,E,SI1,61.0,61.0,1369
43004,0.52,3,G,VS2,63.0,55.0,1369
43005,0.52,3,G,VS2,63.0,56.0,1369
43006,0.52,3,E,SI1,62.8,57.0,1369
43007,0.57,5,G,SI1,60.5,57.0,1369
43008,0.57,3,G,SI1,63.4,57.0,1369
43009,0.54,4,F,SI1,59.7,59.0,1369
43010,0.54,5,F,SI1,59.8,57.0,1369
43011,0.42,5,E,VVS1,59.7,56.0,1369
43012,0.53,3,F,SI1,61.7,55.0,1370
43013,0.55,3,F,SI1,59.1,59.0,1370
43014,0.55,3,F,SI1,60.5,59.0,1370
43015,0.5,5,I,VVS1,62.4,53.0,1370
43016,0.5,5,H,VS1,62.6,53.0,1370
43017,0.5,5,H,VS1,61.9,54.0,1370
43018,0.5,5,H,VS1,61.9,53.0,1370
43019,0.5,5,H,VS1,61.4,54.0,1370
43020,0.52,4,F,SI1,61.1,59.0,1370
43021,0.59,5,I,VS2,61.8,56.0,1371
43022,0.59,5,F,SI2,60.1,57.0,1371
43023,0.53,5,G,SI1,60.7,56.0,1371
43024,0.52,3,E,SI2,62.6,58.0,1372
43025,0.46,4,E,VS1,61.9,58.0,1372
43026,0.46,4,E,VS1,61.7,59.0,1372
43027,0.42,5,E,VS1,60.9,57.0,1372
43028,0.63,5,I,SI1,62.0,57.0,1372
43029,0.58,3,F,SI1,62.6,57.0,1373
43030,0.5,3,G,VS2,62.8,56.0,1373
43031,0.5,1,G,VS1,65.9,57.0,1373
43032,0.51,3,F,SI1,61.8,57.0,1374
43033,0.5,2,D,SI1,61.1,64.0,1374
43034,0.55,4,F,SI1,60.1,58.0,1374
43035,0.4,5,G,VVS1,61.7,55.0,1374
43036,0.55,5,I,VS2,61.8,55.0,1374
43037,0.52,5,H,VS2,61.6,55.0,1374
43038,0.5,5,F,SI1,60.2,63.0,1374
43039,0.33,5,E,VVS1,61.9,57.0,1374
43040,0.5,4,E,SI1,63.0,61.0,1374
43041,0.5,3,E,SI1,63.5,61.0,1374
43042,0.5,3,E,SI1,63.3,57.0,1374
43043,0.51,5,H,VS2,61.5,55.0,1375
43044,0.51,5,H,VS2,61.6,55.0,1375
43045,0.51,5,H,VS2,61.4,56.0,1375
43046,0.54,4,E,SI1,62.2,61.0,1375
43047,0.41,3,D,VVS1,61.9,60.0,1376
43048,0.54,3,F,SI1,59.3,60.0,1376
43049,0.5,3,D,SI1,60.6,59.0,1376
43050,0.52,4,D,SI1,60.7,58.0,1376
43051,0.41,5,D,VVS1,61.7,55.0,1376
43052,0.51,5,I,VS1,62.0,57.0,1376
43053,0.51,2,H,VS1,59.4,61.9,1376
43054,0.57,5,F,SI2,61.9,58.0,1376
43055,0.52,5,I,VVS2,62.2,57.0,1376
43056,0.59,5,G,SI1,63.4,56.0,1376
43057,0.58,3,E,SI2,59.0,62.0,1377
43058,0.51,5,E,SI1,61.4,56.0,1377
43059,0.53,5,G,SI1,61.3,56.0,1377
43060,0.57,5,F,SI1,62.2,55.0,1377
43061,0.45,5,G,IF,62.8,53.0,1377
43062,0.45,5,G,IF,61.4,56.0,1377
43063,0.45,5,G,IF,62.0,53.0,1377
43064,0.45,5,G,IF,61.0,57.0,1377
43065,0.39,5,F,IF,61.0,56.0,1377
43066,0.54,2,D,SI2,59.1,65.0,1377
43067,0.55,4,G,SI1,60.1,61.0,1377
43068,0.62,3,I,VS2,60.7,57.3,1378
43069,0.6,3,J,VS1,62.6,56.0,1378
43070,0.46,3,G,VS1,60.0,56.0,1378
43071,0.62,4,I,VS2,61.9,59.0,1378
43072,0.5,3,D,VS2,62.2,60.0,1378
43073,0.56,3,D,SI1,62.2,63.0,1378
43074,0.6,3,H,SI1,60.4,63.0,1378
43075,0.54,5,H,VS2,62.0,54.0,1378
43076,0.44,5,G,IF,61.3,55.0,1378
43077,0.6,2,I,VS1,60.1,62.0,1378
43078,0.5,4,F,SI1,59.6,60.0,1378
43079,0.5,5,F,SI1,62.7,57.0,1378
43080,0.5,5,F,SI1,59.9,56.0,1378
43081,0.6,4,F,SI2,58.9,59.0,1378
43082,0.58,3,G,SI1,61.9,56.0,1379
43083,0.54,3,E,SI1,62.1,59.0,1379
43084,0.51,3,D,SI1,60.0,58.0,1380
43085,0.61,5,I,VS2,62.0,54.0,1380
43086,0.55,3,E,SI1,63.2,58.0,1381
43087,0.51,4,E,SI1,62.4,59.0,1381
43088,0.51,4,H,VS1,60.3,58.0,1381
43089,0.54,5,H,VS1,61.5,56.0,1381
43090,0.51,4,G,VS2,61.1,58.0,1381
43091,0.41,5,E,VVS2,61.1,57.0,1381
43092,0.52,3,E,SI1,58.4,58.0,1382
43093,0.46,5,H,IF,62.3,54.0,1382
43094,0.61,4,H,SI1,59.5,62.0,1382
43095,0.62,4,G,SI1,59.6,58.0,1382
43096,0.51,5,D,SI2,60.9,56.0,1383
43097,0.52,5,F,SI1,62.0,55.0,1383
43098,0.57,1,E,SI1,64.6,59.0,1383
43099,0.53,5,I,VS1,61.6,57.0,1383
43100,0.53,4,I,VS1,62.3,58.0,1383
43101,0.57,3,E,SI2,58.8,57.3,1384
43102,0.5,5,H,VS1,61.6,58.0,1384
43103,0.57,5,G,SI1,62.1,56.0,1384
43104,0.54,5,G,SI1,61.4,54.0,1384
43105,0.55,2,I,VVS2,61.0,61.0,1384
43106,0.6,3,E,SI2,62.8,56.0,1385
43107,0.54,5,F,SI1,62.1,57.0,1385
43108,0.54,5,F,SI1,61.3,55.0,1385
43109,0.6,5,E,SI2,62.5,57.0,1385
43110,0.54,5,F,SI1,60.5,57.0,1385
43111,0.51,5,H,VS2,61.3,57.0,1385
43112,0.51,5,E,SI2,62.0,56.0,1385
43113,0.54,5,F,SI1,61.6,55.0,1385
43114,0.52,5,H,VS2,62.0,57.0,1385
43115,0.52,3,H,VS2,63.5,58.0,1385
43116,0.52,2,H,VS2,63.6,57.0,1385
43117,0.52,2,H,VS2,63.7,54.0,1385
43118,0.52,5,D,SI2,62.5,56.0,1385
43119,0.52,4,D,SI2,61.7,56.0,1385
43120,0.52,5,D,SI2,62.9,56.0,1385
43121,0.52,4,D,SI2,62.4,59.0,1385
43122,0.6,4,D,SI2,61.4,56.0,1385
43123,0.52,5,J,IF,62.1,56.0,1385
43124,0.51,3,E,SI1,62.1,60.0,1386
43125,0.5,3,E,VS2,63.0,58.0,1386
43126,0.58,5,H,SI1,60.6,56.0,1386
43127,0.5,3,H,VS2,63.9,57.0,1387
43128,0.57,3,D,SI2,62.1,58.0,1387
43129,0.51,3,D,SI1,62.3,63.0,1387
43130,0.52,4,E,SI1,60.9,58.0,1387
43131,0.55,4,H,VS2,60.2,59.0,1387
43132,0.52,2,E,SI1,63.7,54.0,1388
43133,0.58,2,F,SI1,63.1,57.0,1388
43134,0.56,4,D,SI2,60.4,58.0,1388
43135,0.58,3,G,SI1,62.9,57.0,1388
43136,0.58,2,G,SI1,63.2,56.0,1388
43137,0.56,5,H,VS2,60.9,57.0,1388
43138,0.56,5,H,VS2,61.2,57.0,1388
43139,0.58,2,G,SI1,63.8,56.0,1388
43140,0.42,5,D,VS1,61.8,57.0,1388
43141,0.46,5,D,VS2,62.7,57.0,1388
43142,0.46,4,D,VS2,60.9,58.0,1388
43143,0.52,3,H,VS2,63.5,58.0,1389
43144,0.52,3,H,VS2,61.4,55.0,1389
43145,0.52,3,E,SI1,62.9,59.0,1389
43146,0.52,3,E,SI1,62.8,56.0,1389
43147,0.52,3,E,SI1,62.7,57.0,1389
43148,0.33,5,F,IF,62.1,56.0,1389
43149,0.56,1,E,SI2,64.5,61.0,1389
43150,0.58,5,H,SI1,61.9,59.0,1389
43151,0.52,5,G,SI1,61.3,55.0,1389
43152,0.52,5,E,SI1,62.3,56.0,1389
43153,0.52,5,E,SI1,62.1,57.0,1389
43154,0.52,5,E,SI1,60.1,59.0,1389
43155,0.5,2,E,VS2,64.9,59.0,1389
43156,0.54,4,G,SI1,60.3,57.0,1389
43157,0.54,3,G,SI1,63.2,56.0,1389
43158,0.54,5,G,SI1,62.6,57.0,1389
43159,0.54,3,F,SI1,63.3,56.0,1389
43160,0.42,5,F,VVS1,62.0,55.0,1389
43161,0.42,5,F,VVS1,61.3,56.0,1389
43162,0.42,4,F,VVS1,60.5,58.0,1389
43163,0.42,5,D,VVS2,61.4,56.0,1389
43164,0.42,5,D,VVS2,62.1,55.0,1389
43165,0.42,5,D,VVS2,62.1,55.0,1389
43166,0.42,5,D,VVS2,62.5,57.0,1389
43167,0.42,5,D,VVS2,62.6,56.0,1389
43168,0.54,4,H,VS2,61.9,55.0,1389
43169,0.54,5,H,VS2,62.6,57.0,1389
43170,0.54,4,H,VS2,61.6,58.0,1389
43171,0.54,4,G,SI1,61.7,59.0,1389
43172,0.42,4,F,IF,62.2,56.0,1389
43173,0.54,4,I,VS1,61.5,58.0,1389
43174,0.54,4,G,SI1,59.0,60.0,1389
